Pathogen_ID,pathogen,Disease_ID,disease,Phenotype_ID,phenotype,NCIT
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0002013,Emesis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0002014,Diarrhea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0002315,Headache,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0002018,Nausea,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0002972,Decreased reactivity to skin test antigens,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1639,Listeria momocytogenes,http://purl.obolibrary.org/obo/DOID_11573,listeriosis,http://purl.obolibrary.org/obo/HP_0006980,Leukoencephalopathy,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86502
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0002203,Respiratory paralysis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0025429,Abnormal cry,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0005327,Loss of facial expression,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0003470,Inability to move,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0003324,Generalized muscle weakness,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0001283,Bulbar muscle weakness,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0001488,Bilateral ptosis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0002421,Poor head control,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/MP_0000753,paralysis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0003722,Neck flexion weakness,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0025186,Marcus Gunn jaw winking synkinesis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
http://purl.obolibrary.org/obo/NCBITaxon_1491,VPI 4440 Clostridium putrificum,http://purl.obolibrary.org/obo/DOID_11976,Foodborne botulism,http://purl.obolibrary.org/obo/HP_0001612,Weak cry,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86289
